code_station,libelle_station,libelle_cours_eau,libelle_commune,code_departement,latitude,longitude,module_m3s,q25_m3s,qmna5_m3s,nb_annees
U343432001,Le Solnan à Verjon [Village],Le Solnan,VERJON,01,46.344858,5.349974,0.727,0.138,0.059,38
U343434001,Le Solnan à Domsure,Le Solnan,DOMSURE,01,46.4374,5.27682,2.3672,0.33,0.133,29
U344502001,Le Sevron à Bény,Le Sevron,BENY,01,46.315599,5.28076,0.8967,0.105,0.029,42
U400000101,La Reyssouze [Source] à Journans,La Reyssouze,JOURNANS,01,46.143007,5.330754,0.0427,0.01,0.005,10
U401401001,La Reyssouze à Montagnat,La Reyssouze,MONTAGNAT,01,46.171512,5.289965,0.5154,0.113,0.042,56
U401402001,La Reyssouze à Bourg-en-Bresse [Majornas],La Reyssouze,BOURG-EN-BRESSE,01,46.227059,5.222299,1.2457,0.384,0.185,42
U401402101,La Reyssouze à Bourg-en-Bresse [Baudières],La Reyssouze,BOURG-EN-BRESSE,01,46.202958,5.233608,0.4231,0.274,,2
U402000101,Le Jugnon à Viriat [Bretonière],Le Jugnon,VIRIAT,01,46.248465,5.230266,0.2815,0.113,,3
U403000201,La Reyssouze à Montrevel-en-Bresse [TEST INTEGRATION AQUASYS],,MONTREVEL-EN-BRESSE,01,46.336996,5.129952,,,,
U403000301,La Reyssouze à Cras-sur-Reyssouze [Digue des Puthods],La Reyssouze,CRAS-SUR-REYSSOUZE,01,46.302154,5.168896,,,,
U405401001,La Reyssouze à Saint-Julien-sur-Reyssouze,La Reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,01,46.400607,5.108671,,,,
U405401201,La Reyssouze à Pont-de-Vaux [Blancherie],La Reyssouze,PONT-DE-VAUX,01,46.431019,4.936431,,,,
U420401001,La Veyle à Lent,La Veyle,LENT,01,46.119578,5.19875,0.3854,0.131,0.072,52
U421601001,Le Vieux Jonc à Buellas [Corgenon],Le Vieux Jonc,BUELLAS,01,46.192825,5.141201,0.9003,0.147,0.054,53
U423402001,La Veyle à Biziat [gourt des parties] - Aval,La Veyle,BIZIAT,01,46.237236,4.950841,4.4217,1.643,0.92,20
U423501001,Le Renon à Neuville-les-Dames,Le Renon,NEUVILLE-LES-DAMES,01,46.157087,4.996908,0.7579,0.13,0.027,56
U440501001,La Chalaronne à Villars-les-Dombes,La Chalaronne,VILLARS-LES-DOMBES,01,45.998314,5.028447,0.4346,0.029,0.003,50
U440502001,La Chalaronne à Châtillon-sur-Chalaronne,La Chalaronne,CHATILLON-SUR-CHALARONNE,01,46.117265,4.957534,0.9484,0.14,0.043,41
U470001001,La Saône à Trévoux,La Saône,TREVOUX,01,45.939989,4.77317,,,,
V041501001,L'Allondon à Saint-Genis-Pouilly,L'Allondon,SAINT-GENIS-POUILLY,01,46.239256,6.014198,0.8291,0.148,0.035,33
V041504001,L'Allondon à Échenevex [Naz-Dessous],L'Allondon,ECHENEVEX,01,46.298583,6.028608,0.471,0.064,0.004,32
V100001001,Le Rhône à Pougny - CNR,Le Rhône,POUGNY,01,46.143957,5.963664,334.3736,204.0,150.302,98
V100001002,Le Rhône à Pougny - DREAL Rhône Alpes,Le Rhône,POUGNY,01,46.137641,5.964334,368.07,248.328,206.723,7
V101501001,La Valserine à Lélex [Niaizet],La Valserine,LELEX,01,46.282475,5.921921,2.2371,0.58,0.184,59
V101503001,La Valserine à Chézery-Forens [Chézery],La Valserine,CHEZERY-FORENS,01,46.221759,5.865713,4.6059,1.57,0.857,63
V101503003,La Valserine à Chézery-Forens [Chézery] - Station vitesse,La Valserine,CHEZERY-FORENS,01,46.219896,5.864814,,,,
V101581001,La Semine à Châtillon-en-Michaille [Coz],La Semine,CHATILLON-EN-MICHAILLE,01,46.149839,5.800455,9.252,2.1,1.145,56
V101582001,La Semine à Saint-Germain-de-Joux [Les Marionnettes],La Semine,SAINT-GERMAIN-DE-JOUX,01,46.182484,5.738728,3.0789,0.507,0.211,25
V101582501,La Valserine à Lancrans [Le Viret],La Valserine,LANCRANS,01,46.125025,5.821516,15.3044,4.052,1.98,24
V101582601,La Valserine à Lancrans - Station partenaire CNR,La Valserine,LANCRANS,01,46.132652,5.817333,23.7427,6.757,,
V102002001,Le Rhône à Surjoux,Le Rhône,SURJOUX,01,46.021,5.810167,368.7264,239.671,169.504,26
V102002002,Le Rhône à Surjoux - Bognes CNR,Le Rhône,SURJOUX,01,46.039358,5.807816,357.8739,218.0,158.592,103
V113000101,Le Rhône à Corbonod - CNR,Le Rhône,CORBONOD,01,45.967932,5.832381,,,,
V113000102,Le Rhône à Corbonod - DREAL,Le Rhône,CORBONOD,01,45.967932,5.832381,350.7353,249.778,,
V126402401,Le Rhône à Anglefort [Entrant Chautagne],Le Rhône,ANGLEFORT,01,45.934449,5.82548,399.7107,278.74,,3
V141401001,Le Séran à Belmont-Luthézieu [Bavosière],Le Séran,BELMONT-LUTHEZIEU,01,45.881627,5.672565,1.3138,0.076,0.0,59
V142501001,Le Groin à Artemare [Cerveyrieu],Le Groin,ARTEMARE,01,45.874843,5.685831,3.2626,0.161,0.024,57
V143000301,Le Séran à Ceyzérieu,Le Séran,CEYZERIEU,01,45.833132,5.747024,,,,
V143000401,Le ruisseau de Farillieu à Magnieu,Ruisseau de Farillieu,MAGNIEU,01,45.782397,5.742431,,,,
V143000501,Le Séran à Talissieu,Le Séran,TALISSIEU,01,45.855468,5.720895,,,,
V144002001,La dérivation de Belley à Brens - CNR,Dérivation de Belley,BRENS,01,45.71059,5.699357,421.5579,262.98,187.161,39
V144002002,La dérivation de Belley à Brens - DREAL,Dérivation de Belley,BRENS,01,45.710534,5.699445,913.973,722.305,,
V144621301,[L'Ousson] à Belley,,BELLEY,01,45.760067,5.704679,,,,
V145431002,Le Furans à Pugieu [Pont du Martinet],Le Furans,PUGIEU,01,45.820879,5.642407,1.622,0.354,0.19,41
V145431201,L'Arène à Chazey-Bons,L'Arène,CHAZEY-BONS,01,45.820621,5.654503,,,,
V145431301,Le Furans à Rossillon,Le Furans,ROSSILLON,01,45.842033,5.571947,,,,
V145431401,Le Furans à Rossillon,Le Furans,ROSSILLON,01,45.835762,5.583909,,,,
V145431501,[Source des Hotteaux] à Rossillon,,ROSSILLON,01,45.838228,5.583421,,,,
V145431601,[Source des Hotteaux] à Rossillon,,ROSSILLON,01,45.838069,5.583778,,,,
V145431701,[Source des Hotteaux] à Rossillon,,ROSSILLON,01,45.838434,5.583748,,,,
V145431801,Le ruisseau Pointay à Rossillon,Ruisseau Pointay,ROSSILLON,01,45.83707,5.585746,,,,
V146431001,Le Furans à Arbignieu [Pont de Peyzieu],Le Furans,ARBOYS EN BUGEY,01,45.716621,5.665901,3.7484,1.147,0.661,45
V146431101,Le Furans à Chazey-Bons,Le Furans,CHAZEY-BONS,01,45.786319,5.675904,,,,
V161000401,Le Gland à Prémeyzel,Le Gland,PREMEYZEL,01,45.6697,5.62756,,,,
V163002001,Le Rhône à Lagnieu - Station partenaire CNR,Le Rhône,LAGNIEU,01,45.88138,5.340435,460.834,292.455,198.257,36
V163002002,Le Rhône à Lagnieu - DREAL Rhone-Alpes,Le Rhône,LAGNIEU,01,45.880888,5.340233,475.6237,299.015,271.252,5
V244403201,[La Source Bleue] à Dortan,,DORTAN,01,46.310056,5.662501,1.2265,0.488,0.381,21
V251501002,L'Oignin à Maillat [Pontet],L'Oignin,MAILLAT,01,46.134208,5.53903,2.8542,0.554,0.192,36
V271201001,L'Ain à Pont-d'Ain,L'Ain,PONT-D'AIN,01,46.047408,5.336198,102.3301,32.746,14.888,66
V281403001,Le Suran à Pont-d'Ain,Le Suran,PONT-D'AIN,01,46.064674,5.331275,6.2472,0.692,0.092,44
V281404001,Le Suran à Germagnat [Lasserra],Le Suran,GERMAGNAT,01,46.304603,5.443956,3.8096,0.498,0.178,18
V281404003,Le Suran à Germagnat [Lasserra] - Germagnat Intermédiaire,Le Suran,GERMAGNAT,01,46.304539,5.445307,4.0031,0.614,,3
V292401001,L'Albarine à Saint-Rambert-en-Bugey,L'Albarine,SAINT-RAMBERT-EN-BUGEY,01,45.94802,5.43934,6.182,1.331,0.335,55
V293401001,L'Albarine à Saint-Denis-en-Bugey [Pont Saint Denis],L'Albarine,SAINT-DENIS-EN-BUGEY,01,45.954757,5.33171,6.5256,0.0,0.0,66
V294201001,L'Ain à Chazey-sur-Ain,L'Ain,CHAZEY-SUR-AIN,01,45.906423,5.233492,119.3021,39.985,17.466,66
V294521001,La Toison à Rignieux-le-Franc,La Toison,RIGNIEUX-LE-FRANC,01,45.939355,5.196009,0.3574,0.116,0.055,19
V300561001,La Sereine à Montluel,La Sereine,MONTLUEL,01,45.853262,5.057738,0.5138,0.278,0.213,43
F619000101,Le Surmelin à Saint-Eugène,Le Surmelin,SAINT-EUGENE,02,49.025074,3.531462,2.5741,1.07,0.673,57
F620000201,La Marne à Château-Thierry,La Marne,CHATEAU-THIERRY,02,49.044438,3.403097,,,,
F620000301,La Marne à Azy-sur-Marne - Barrage (amont) [VNF],La Marne,AZY-SUR-MARNE,02,49.001675,3.376504,,,,
F620000302,La Marne à Azy-sur-Marne - Barrage (aval) [VNF],La Marne,AZY-SUR-MARNE,02,49.001161,3.375785,,,,
H001000301,Le Petit Gland à Any-Martin-Rieux - Hauteur du petit Gland,Le Petit Gland,ANY-MARTIN-RIEUX,02,4.193566,49.876328,,,,
H002001101,L'Oise à Étréaupont - Hauteur de l'Oise a Etréaupont,L'Oise,ETREAUPONT,02,3.913736,49.904859,,,,
H003000201,Le Ton à Étréaupont - hauteur du Ton à Etréaupont,Le Ton,ETREAUPONT,02,3.913992,49.901773,,,,
H004000101,L'Oise à Guise - hauteur de l'Oise a Guise,L'Oise,GUISE,02,3.630458,49.897672,,,,
H004000201,L'Oise à Proisy - barrage de Proisy,L'Oise,PROISY,02,3.742611,49.902063,,,,
H005000101,Le Noirrieu à la Neuville-lès-Dorengt,Le Noirrieu,NEUVILLE-LES-DORENGT,02,49.977976,3.673103,0.3269,0.055,0.029,11
H010002201,La Serre à Chaourse - hauteur de la Serre,La Serre,CHAOURSE,02,3.996231,49.703997,,,,
H010002301,La Serre à Montigny-sous-Marle - Barrage de Montigny sous Marle,La Serre,MONTIGNY-SOUS-MARLE,02,3.790256,49.742381,,,,
H011001201,Le Vilpion à Thiernu,Le Vilpion,THIERNU,02,49.760555,3.791216,1.6048,0.875,,3
H012000201,La Brune à Hary - Hauteur de la Brune,Rivière Brune,HARY,02,3.934664,49.786831,,,,
H013000101,Le Vilpion à Marle - Hauteur du Vilpion,Le Vilpion,MARLE,02,3.76479,49.742318,,,,
H143000201,Le ruisseau de Fayau à Aizelles - Hauteur du Fayau dans le camping du moulin,Ruisseau de Fayau,AIZELLES,02,3.808871,49.490133,,,,
H162000201,L'Aisne à Fontenoy - Barrage (amont),L'Aisne,FONTENOY,02,49.399401,3.206099,57.047,14.355,9.392,6
H162000202,L'Aisne à Fontenoy - Barrage (aval),L'Aisne,FONTENOY,02,49.399463,3.20548,,,,
H162000301,L'Aisne à Cuffies [Vauxrot] - Barrage (amont),L'Aisne,CUFFIES,02,49.395718,3.329179,62.7374,21.997,8.45,6
H162000302,L'Aisne à Cuffies [Vauxrot] - Barrage (aval),L'Aisne,CUFFIES,02,49.395796,3.32856,,,,
H166000201,L'Aisne à Vic-sur-Aisne - Barrage (amont),L'Aisne,VIC-SUR-AISNE,02,49.402004,3.111388,64.7459,22.842,11.27,6
H166000202,L'Aisne à Vic-sur-Aisne - Barrage (aval),L'Aisne,VIC-SUR-AISNE,02,49.401885,3.111266,,,,
H552201001,L'Ourcq à Chouy,L'Ourcq,CHOUY,02,49.194287,3.249307,2.0007,1.055,0.736,35
H631302001,La Suippe à Orainville,La Suippe,ORAINVILLE,02,49.383821,4.023254,4.196,1.849,0.561,57
H632101101,L'Aisne [partielle] à Berry-au-Bac,L'Aisne,BERRY-AU-BAC,02,49.401051,3.900403,34.6854,3.555,0.957,41
H632101203,La rigole d'alimentation de Berry-au-Bac à Berry-au-Bac - Débitmètre,Rigole d'Alimentation de Berry-au-Bac,BERRY-AU-BAC,02,49.398406,3.89866,11.8479,0.899,0.213,12
H632101204,La rigole d'alimentation de Berry-au-Bac à Berry-au-Bac - secours CT,Rigole d'Alimentation de Berry-au-Bac,BERRY-AU-BAC,02,49.398406,3.89866,22.438,21.512,,
H643201001,La Vesle à Braine,La Vesle,BRAINE,02,49.337095,3.527082,7.5172,3.932,2.137,41
H650102001,L'Aisne à Soissons - Le mail (station US),L'Aisne,SOISSONS,02,49.387004,3.329728,60.3295,23.382,11.55,24
H650102002,L'Aisne à Soissons - La passerelle des Anglais (mire historique),L'Aisne,SOISSONS,02,49.381624,3.331268,,155.733,,
H651301001,La Crise à Soissons,La Crise,SOISSONS,02,49.363888,3.323401,0.6781,0.466,0.271,34
H652353201,Le ru de Retz à Ambleny [Pont Cheminet],Ru de Retz,AMBLENY,02,49.380066,3.188693,0.4393,0.335,0.242,28
H702101001,L'Oise à Hirson - mire historique,L'Oise,HIRSON,02,49.924162,4.078276,4.9611,1.01,0.364,56
H702101002,L'Oise à Hirson - déversoir,L'Oise,HIRSON,02,49.924268,4.078368,,,,
H703301001,Le Ton à Origny-en-Thiérache,Le Ton,ORIGNY-EN-THIERACHE,02,49.895811,4.014789,3.6937,1.549,0.938,58
H704102501,L'Oise à Flavigny-le-Grand-et-Beaurain,L'Oise,FLAVIGNY-LE-GRAND-ET-BEAURAIN,02,49.894436,3.665189,11.3275,3.19,2.156,18
H705311001,Le Morteau au Nouvion-en-Thiérache [Moulin Lointain],Le Morteau,NOUVION-EN-THIERACHE,02,50.009395,3.751619,0.2851,0.072,0.039,35
H705343001,L'Iron à Iron,l'Iron,IRON,02,49.957416,3.65912,0.5013,0.117,0.083,11
H706101001,L'Oise à Origny-Sainte-Benoite,L'Oise,ORIGNY-SAINTE-BENOITE,02,49.839593,3.4818,12.3766,3.88,1.778,41
H706101002,L'Oise à Origny-Sainte-Benoite - + rigole,L'Oise,ORIGNY-SAINTE-BENOITE,02,49.839593,3.4818,14.8375,4.432,1.848,18
H710202001,La Serre à Montcornet,La Serre,MONTCORNET,02,49.698327,4.014893,1.4043,0.353,0.142,26
H714201001,La Serre à Mortiers,La Serre,MORTIERS,02,49.684547,3.666939,7.7012,3.967,2.215,53
H715301202,La Souche à Froidmont-Cohartille [RN2] - débitmétrique - Fermée,La Souche,FROIDMONT-COHARTILLE,02,49.68991,3.710233,2.7661,1.212,,1
H715301204,La Souche à Froidmont-Cohartille [RN2],La Souche,FROIDMONT-COHARTILLE,02,49.689948,3.710258,2.5406,1.351,,2
H716201001,La Serre à Pont-à-Bucy,La Serre,PONT-A-BUCY,02,49.69226,3.483905,13.1672,7.183,4.373,72
H720101001,L'Oise à Condren,L'Oise,CONDREN,02,49.625003,3.280963,33.2249,14.948,9.964,42
H730202001,L'Ailette à Chavignon,L'Ailette,CHAVIGNON,02,49.481367,3.543677,0.3727,0.101,0.046,51
K141401001,La Vouzance à Saint-Léger-sur-Vouzance,la Vouzance,SAINT-LEGER-SUR-VOUZANCE,03,46.415465,3.940307,0.8217,0.119,0.025,25
K150000301,La Besbre à la Chabanne [Le Chambon],la Besbre,CHABANNE,03,46.036416,3.734401,,,,
K151000101,La Besbre à Châtel-Montagne [EDF],la Besbre,CHATEL-MONTAGNE,03,46.086431,3.687845,2.5882,0.819,0.211,71
K152401001,Le Barbenan au Breuil,le Barbenan,BREUIL,03,46.193994,3.687728,1.8469,0.504,0.099,56
K153301001,La Besbre à Saint-Prix,la Besbre,SAINT-PRIX,03,46.226785,3.645737,6.0363,1.556,0.398,55
K154000301,La Têche à Varennes-sur-Tèche,la Têche,VARENNES-SUR-TECHE,03,46.328878,3.614341,0.3814,0.071,0.004,5
K156302001,La Besbre à Saint-Pourçain-sur-Besbre,la Besbre,SAINT-POURCAIN-SUR-BESBRE,03,46.476805,3.654197,7.782,2.148,0.552,24
K303081001,L'Allier à Saint-Yorre,l'Allier,SAINT-YORRE,03,46.062038,3.459087,92.2374,33.243,17.258,58
K305310001,Le Sichon à Ferrières-sur-Sichon,le Sichon,FERRIERES-SUR-SICHON,03,46.023904,3.646212,0.562,0.176,0.053,31
K308000101,Le Sichon à Cusset [Allée Mesdames],le Sichon,CUSSET,03,46.134678,3.443402,3.0243,1.286,,1
K312000101,Le Mourgon à Saint-Germain-des-Fossés - Passerelle,le Mourgon,SAINT-GERMAIN-DES-FOSSES,03,46.204966,3.432972,,,,
K313000301,Le Valençon à Varennes-sur-Allier [Le Moulin Vaque],le Valençon,VARENNES-SUR-ALLIER,03,46.310718,3.421438,,,,
K315301001,L'Andelot à Loriges,,LORIGES,03,46.271255,3.338925,0.92,0.339,0.151,55
K332201001,La Sioule à Ébreuil,la Sioule,EBREUIL,03,46.116305,3.094394,19.3547,5.12,3.026,47
K333000101,La Bouble à Louroux-de-Bouble,la Bouble,LOUROUX-DE-BOUBLE,03,46.232672,2.962941,1.0535,0.197,0.028,5
K333000103,La Bouble à Louroux-de-Bouble - A supprimer,la Bouble,LOUROUX-DE-BOUBLE,03,46.232672,2.962941,,,,
K337301001,La Bouble à Chareil-Cintrat,la Bouble,CHAREIL-CINTRAT,03,46.263186,3.226816,3.6908,0.51,0.087,46
K338201001,La Sioule à Saint-Pourçain-sur-Sioule,la Sioule,SAINT-POURCAIN-SUR-SIOULE,03,46.309256,3.296513,24.206,6.324,3.157,55
K340081001,L'Allier à Châtel-de-Neuvre,l'Allier,CHATEL-DE-NEUVRE,03,46.402194,3.316919,112.5505,41.973,24.003,37
K345081001,L'Allier à Moulins,l'Allier,MOULINS,03,46.561117,3.325951,130.2678,47.669,24.819,54
K346401001,La Queune à Neuvy,la Queune,NEUVY,03,46.578792,3.289676,0.5941,0.083,0.027,26
K360301002,La Bieudre à Pouzy-Mésangy - RD 234 - Nouvelle échelle,la Bieudre,POUZY-MESANGY,03,46.711376,3.00949,0.5984,0.035,0.008,9
K520090010,Le Cher à Teillet-Argenty - Barrage de Rochebut,le Cher,TEILLET-ARGENTY,03,46.2426,2.535712,2.2985,0.0,0.0,9
K520090201,Le Cher à Teillet-Argenty [EDF - QNR],le Cher,TEILLET-ARGENTY,03,46.241488,2.534815,14.7448,2.02,0.352,72
K522090003,Le Cher à Montluçon,le Cher,MONTLUCON,03,46.344995,2.602483,13.7288,1.368,0.955,18
K523401001,La Magieure à Vaux,la Magieure,VAUX,03,46.417444,2.576397,0.8984,0.046,0.005,26
K533311001,Le Bandais à Vieure,le Bandais,VIEURE,03,46.508051,2.901755,0.7581,0.029,0.008,28
K534321001,L'Oeil à Malicorne - Beaufrancon,l'il,MALICORNE,03,46.31308,2.754888,1.0022,0.161,0.061,52
K536322001,L'Oeil à Cosne-d'Allier,l'il,COSNE-D'ALLIER,03,46.474315,2.827672,2.0908,0.262,0.053,17
K538302001,L'Aumance à Hérisson,l'Aumance,HERISSON,03,46.507807,2.713049,5.4163,0.677,0.116,28
X041541001,Le Riou Mounal à Saint-Paul-sur-Ubaye [Col de Vars],Riou Mounal,SAINT-PAUL-SUR-UBAYE,04,44.531734,6.700853,0.1306,0.035,0.009,33
X043401001,L'Ubaye à Barcelonnette [Abattoir],L'Ubaye,BARCELONNETTE,04,44.384303,6.65169,10.4927,3.5,1.926,113
X045401001,L'Ubaye au Lauzet-Ubaye [Roche-Rousse],L'Ubaye,LAUZET-UBAYE,04,44.449458,6.399014,20.2218,7.57,4.481,65
X045401002,L'Ubaye au Lauzet-Ubaye [Roche-Rousse] - EDF,L'Ubaye,LAUZET-UBAYE,04,44.449458,6.399014,19.3753,9.166,,
X045631001,L'Ubaye au Lauzet-Ubaye [tunnel],L'Ubaye,LAUZET-UBAYE,04,44.437225,6.423163,0.0442,0.037,0.033,23
X071000401,Le torrent Sasse à Valernes [Pont de Valernes] - Pont de Valernes,Torrent Sasse,VALERNES,04,44.25753,5.96566,1.1607,0.487,,
X071000501,Le torrent Sasse à Clamensane - Stèle,Torrent Sasse,CLAMENSANE,04,44.318408,6.102131,,,,
X071000601,Le torrent Sasse à Clamensane [Amont Reynier] - Pont de Reynier,Torrent Sasse,CLAMENSANE,04,44.319311,6.107594,,,,
X072000201,Le torrent Sasse à Valernes [La Barque],Torrent Sasse,VALERNES,04,44.249742,5.923874,1.2925,0.381,,
X110000301,Le Jabron à Sisteron,Le Jabron,SISTERON,04,44.161752,5.945096,1.3773,0.186,,2
X110000501,Le Jabron à Saint-Vincent-sur-Jabron [EDF Piedguichard],Le Jabron,SAINT-VINCENT-SUR-JABRON,04,44.164689,5.777428,,,,
X111501001,La Durance à Salignac [Usine EDF],La Durance,SALIGNAC,04,44.13726,5.977233,19.9438,8.442,3.407,13
X112000301,Le Vanson à Volonne,Le Vanson,VOLONNE,04,44.138483,6.002986,0.2935,0.117,,
X112000501,Le Vanson à Sourribes [Pont de Sourribes] - Pont de Sourribes,Le Vanson,SOURRIBES,04,44.14721,6.015494,0.4675,0.131,,
X113000101,La Durance à Oraison [Escale - EDF QNR],La Durance,ORAISON,04,44.086466,6.012549,114.0165,50.0,31.572,51
X122501001,Le Bès à la Javie [Esclangon-Péroure],Le Bès,JAVIE,04,44.217343,6.275708,2.8281,0.982,0.539,56
X123000101,La Bléone à Digne-les-Bains,La Bléone,DIGNE-LES-BAINS,04,44.089464,6.229409,4.9919,1.626,,2
X123000102,La Bléone à Digne-les-Bains,La Bléone,DIGNE-LES-BAINS,04,44.089347,6.229116,,,,
X123000201,La Bléone à Digne-les-Bains [Amont ville] - Pont des Arches,La Bléone,DIGNE-LES-BAINS,04,44.110377,6.233072,,,,
X123000301,Le Mardaric à Digne-les-Bains,Le Mardaric,DIGNE-LES-BAINS,04,44.096843,6.243617,,,,
X123000401,Le torrent des Eaux Chaudes à Digne-les-Bains,Torrent des Eaux Chaudes,DIGNE-LES-BAINS,04,44.090385,6.234249,,,,
X125000201,La Bléone à Malijai,La Bléone,MALIJAI,04,44.043675,6.030404,12.1033,2.471,,3
X133501001,Le Lauzon à Villeneuve,Le Lauzon,VILLENEUVE,04,43.911696,5.886186,0.9204,0.177,0.078,51
X142000101,L'Asse à Beynes [EDF - Clue de Chabrières],L'Asse,BEYNES,04,44.013884,6.25297,4.5194,1.016,0.351,69
X144000401,L'Asse à Oraison [Pont d'Oraison] - Pont d'Oraison,L'Asse,ORAISON,04,43.879108,5.909513,1.2111,0.315,,
X152000101,Le Largue à Villeneuve - Notre-Dame de la roche,Le Largue,VILLENEUVE,04,43.897033,5.837511,0.1481,0.053,,1
X152000102,Le Largue à Saint-Maime - Station SPCGD (Pont RD 13),Le Largue,SAINT-MAIME,04,43.898554,5.804098,2.2517,0.125,,1
X200064003,Le Verdon à Colmars [EDF],Le Verdon,COLMARS,04,44.182666,6.626704,,,,
X203201001,Le Verdon à la Mure-Argens [EDF - camping],Le Verdon,MURE-ARGENS,04,44.006038,6.5592,,,,
X203521001,L'Ivoire à Allons,L'Ivoire,ALLONS,04,44.008479,6.562549,0.6436,0.135,0.059,20
X211401001,L'Issole à Saint-André-les-Alpes [Mourefrey] - DREAL,L'Issole,SAINT-ANDRE-LES-ALPES,04,43.994716,6.502636,2.3929,0.846,0.399,57
X211401002,L'Issole à Saint-André-les-Alpes [Mourefrey] - EDF,L'Issole,SAINT-ANDRE-LES-ALPES,04,43.994734,6.502612,,,,
X220202201,Le Verdon à Demandolx [Castillon EDF - QNR],Le Verdon,DEMANDOLX,04,43.87864,6.537495,12.8204,3.995,1.892,76
X231501001,Le Bau à Rougon [Pont de la D 952],Le Bau,ROUGON,04,43.79214,6.378015,0.3574,0.087,0.017,23
X341401001,Le Coulon à Oppedette,Le Coulon,OPPEDETTE,04,43.918774,5.584492,0.1819,0.0,,
Y600203501,Le Var à Saint-Benoît [Amont confluence Coulomp],Le Var,SAINT-BENOIT,04,43.971251,6.759616,,,,
Y603561001,La Vaïre à Annot [Pont des Scaffarels],La Vaïre,ANNOT,04,43.955528,6.686496,,,,
Y604201001,Le Var à Entrevaux [Pont-levis],Le Var,ENTREVAUX,04,43.94935,6.810134,15.9465,7.46,4.641,50
W200202101,Le Drac à Orcières [Les Tourengs],Le Drac,ORCIERES,05,44.681184,6.286414,2.9048,0.634,0.265,17
W201502001,Le torrent Drac de Champoléon à Champoléon [Pont de Corbière],Torrent Drac de Champoléon,CHAMPOLEON,05,44.68904,6.263859,3.4784,0.905,0.439,19
W201631001,Le torrent de Mal Cros à Champoléon,Torrent de Mal Cros,CHAMPOLEON,05,44.732732,6.199119,0.035,0.004,0.001,31
W202201001,Le Drac à Saint-Jean-Saint-Nicolas [Les Ricous],Le Drac,SAINT-JEAN-SAINT-NICOLAS,05,44.679759,6.256836,5.7366,0.594,0.185,24
W202202101,Le Drac à Saint-Jean-Saint-Nicolas [Pont du Fossé],Le Drac,SAINT-JEAN-SAINT-NICOLAS,05,44.666509,6.22821,0.859,0.69,,
W202203001,Le Drac [le Drac] à Chabottes [Pont de Chabottes],Le Drac,CHABOTTES,05,44.649681,6.173312,6.6347,1.461,0.617,15
W202581301,Le torrent d'Ancelle à Forest-Saint-Julien - Pont de frappe,Torrent d'Ancelle,FOREST-SAINT-JULIEN,05,44.638542,6.143118,0.9414,0.226,0.056,7
W203000301,Le ruisseau des Granges à Saint-Julien-en-Champsaur - Buissard,Ruisseau des Granges,SAINT-JULIEN-EN-CHAMPSAUR,05,44.65164,6.136869,0.1425,0.03,0.011,6
W221503001,La Souloise à Saint-Étienne-en-Dévoluy [2],La Souloise,DEVOLUY,05,44.692965,5.938667,0.3344,0.067,0.024,43
W221641001,La Ribière à Agnières-en-Dévoluy [La Combe],La Ribière,AGNIERES-EN-DEVOLUY,05,44.695445,5.880886,0.2307,0.051,0.03,43
X001001002,La Durance à Val-des-Prés [Les Alberts],La Durance,VAL-DES-PRES,05,44.924488,6.679419,4.9299,2.057,1.463,49
X001501002,La Guisane au Monêtier-les-Bains [Le Casset] - Pisciculture,La Guisane,MONETIER-LES-BAINS,05,44.983669,6.486531,2.918,1.161,0.732,8
X001561301,La Durance à Briançon [aval - EDF],La Durance,BRIANCON,05,44.886522,6.624926,13.7208,7.12,5.066,69
X013001001,La Durance à l'Argentière-la-Bessée,La Durance,ARGENTIERE-LA-BESSEE,05,44.776534,6.559183,26.219,11.183,7.294,56
X023000202,Le Guil à Château-Ville-Vieille [Pont de la Chapelue - EDF],Le Guil,CHATEAU-VILLE-VIEILLE,05,44.719457,6.761618,,,,
X031001001,La Durance à Embrun [La Clapière],La Durance,EMBRUN,05,44.555356,6.49801,51.4331,23.036,15.236,65
X031001002,La Durance à Embrun [La Clapière] - EDF,La Durance,EMBRUN,05,44.555356,6.49801,49.6284,25.885,,
X050551301,La Durance à Espinasses [Serre-Ponçon EDF QNR],La Durance,ESPINASSES,05,44.470913,6.272764,77.6455,34.3,21.638,76
X051591001,La Durance à Valserres [Pont de l'Archidiacre],La Durance,VALSERRES,05,44.475687,6.1117,7.4316,5.366,3.665,13
X061000201,La Durance à Monêtier-Allemont,La Durance,MONETIER-ALLEMONT,05,44.380465,5.945208,28.4554,5.82,,3
X102691001,Le torrent de Glaisette à Veynes [Route de Glaise],Torrent de Glaisette,VEYNES,05,44.543873,5.823364,0.0081,0.003,0.001,22
X103402302,Le Buëch à Serres [Village] - Centre-ville SPC,Le Buëch,SERRES,05,44.428789,5.717737,14.7142,3.573,1.318,8
X103402304,Le Buëch à Serres [Village] - Centre-Ville EDF,Le Buëch,SERRES,05,44.428835,5.717312,18.3105,5.605,,
X105000302,La Méouge à Châteauneuf-de-Chabre [Pommet - EDF],La Méouge,CHATEAUNEUF-DE-CHABRE,05,44.276386,5.795952,,,,
