code_station,libelle_station,libelle_cours_eau,libelle_commune,code_departement,latitude,longitude,module_m3s,q25_m3s,qmna5_m3s,nb_annees
F481000301,L'Yerres à Solers - SR61 [SYAGE],L'Yerres,SOLERS,77,48.655875,2.720621,,,,
F483000301,L'Yerres à Brie-Comte-Robert - SR56 [SYAGE],L'Yerres,BRIE-COMTE-ROBERT,77,48.671244,2.583159,,,,
F484000101,Le Reveillon à Chevry-Cossigny - SR63 [SYAGE],Le Reveillon,CHEVRY-COSSIGNY,77,48.727879,2.661835,,,,
F485000101,Le ru de la Ménagerie à Ozoir-la-Ferrière - SR64 [SYAGE],Ru de la Menagerie,OZOIR-LA-FERRIERE,77,48.770238,2.680918,,,,
F486000101,Le Reveillon à Férolles-Attilly - La Jonchère,Le Reveillon,FEROLLES-ATTILLY,77,48.729012,2.609493,0.253,0.043,0.023,19
F622000402,La Marne à la Ferté-sous-Jouarre - Station débitmétrique,La Marne,FERTE-SOUS-JOUARRE,77,48.947705,3.130206,95.3449,41.595,25.21,29
F625000101,Le Petit Morin à Jouarre - Vanry,Le Petit Morin,JOUARRE,77,48.930549,3.151509,3.3839,1.341,0.887,56
F641000101,La Thérouanne à Congis-sur-Thérouanne - Le Gué à Tresmes,La Therouanne,CONGIS-SUR-THEROUANNE,77,49.021164,2.963318,0.5879,0.373,0.267,28
F643000101,La Marne à Meaux,La Marne,MEAUX,77,48.95072,2.88116,,,,
F643000102,La Marne à Meaux - Barrage ancien de Meaux (amont) [VNF],La Marne,MEAUX,77,48.952574,2.875323,,,,
F643000103,La Marne à Meaux - Barrage ancien de Meaux (aval) [VNF],La Marne,MEAUX,77,48.9523,2.875565,,,,
F652000101,Le Grand Morin à Meilleray,Le Grand Morin,MEILLERAY,77,48.788293,3.422093,1.9519,0.87,0.683,29
F654000301,Le ru du Rognon à Boissy-le-Châtel [Le Theil],Ru du Rognon,BOISSY-LE-CHATEL,77,48.826228,3.112141,,,,
F654000401,Le ru de l'Orgeval à Boissy-le-Châtel [Les Avenelles],Ru de l'Orgeval,BOISSY-LE-CHATEL,77,48.829721,3.11806,,,,
F654000501,Le ru de Fosse-Rognon à Doue [Mélarchez],Ru de Fosse-Rognon,DOUE,77,48.867283,3.190121,0.0577,0.004,0.001,23
F654000601,[Ru de Choqueuse (intermittent)] à Saint-Cyr-sur-Morin [Goins],,SAINT-CYR-SUR-MORIN,77,48.885861,3.139461,0.007,0.0,,
F654000701,[Ru de Choqueuse (intermittent)] à Jouarre [Choqueuse],,JOUARRE,77,48.882725,3.128489,0.0106,0.001,,1
F654000801,[Ru de Choqueuse] à Saint-Germain-sous-Doue [La Loge],,SAINT-GERMAIN-SOUS-DOUE,77,48.859553,3.134211,0.0152,0.003,0.001,13
F654000901,[Ru des Quatre Cents (intermittent)] à Doue,,DOUE,77,48.874834,3.124012,0.0067,0.001,,
F654001001,[Collecteur de drain] à Boissy-le-Châtel - Le drain (parcelle 620m²) à Boissy-le-Châtel,,BOISSY-LE-CHATEL,77,48.823897,3.139567,0.0,0.0,,1
F655000101,Le Grand Morin à Pommeuse,Le Grand Morin,POMMEUSE,77,48.817646,3.014,5.5285,2.65,2.039,54
F655000102,Le Grand Morin à Pommeuse - Rive droite provisoire,Le Grand Morin,POMMEUSE,77,48.817953,3.013874,8.2371,2.396,,1
F657000201,L'Aubetin à Pommeuse - Le Poncet,L'Aubetin,POMMEUSE,77,48.796601,3.015873,1.0856,0.347,0.19,17
F658000202,Le Grand Morin [un seul bras] à Couilly-Pont-aux-Dames - Station débitmétrique,Le Grand Morin,COUILLY-PONT-AUX-DAMES,77,48.883776,2.85475,6.7493,2.836,2.03,19
F658000401,Le Grand Morin à Condé-Sainte-Libiaire,Le Grand Morin,CONDE-SAINTE-LIBIAIRE,77,48.899968,2.829832,,,,
F662000101,La Marne à Chalifert,La Marne,CHALIFERT,77,48.898005,2.769584,,,,
F664000107,La Marne à Noisiel - Barrage de Noisiel (amont) [VNF],La Marne,NOISIEL,77,48.85862,2.623892,,,,
F664000108,La Marne à Noisiel - Barrage de Noisiel (aval) [VNF],La Marne,NOISIEL,77,48.86507,2.575131,,,,
H402203001,L'Essonne à Boulancourt,L'Essonne,BOULANCOURT,77,48.257724,2.427538,1.4093,0.637,0.195,39
F462000701,La Rémarde à Saint-Arnoult-en-Yvelines,La Rémarde,SAINT-ARNOULT-EN-YVELINES,78,48.568616,1.926718,,,,
F465000302,L'Yvette à Chevreuse - Pont de la rue du Moulin,L'Yvette,CHEVREUSE,78,48.704193,2.055512,,,,
F712000102,La Seine à Chatou - Barrage (aval),La Seine,CHATOU,78,48.892702,2.164284,,,,
H300000201,La Seine à Poissy,La Seine,POISSY,78,48.936992,2.038135,520.776,255.0,176.767,15
H303000201,La Guyonne à Mareil-le-Guyon,La Guyonne,MAREIL-LE-GUYON,78,48.791375,1.849979,0.1529,0.069,0.047,36
H303000401,Le ruisseau du Lieutel à Neauphle-le-Vieux,Ruisseau du Lieutel,NEAUPHLE-LE-VIEUX,78,48.813127,1.86068,0.1983,0.088,0.057,19
H305000101,La Mauldre à Beynes - Mairie,La Mauldre,BEYNES,78,48.856242,1.876434,1.0359,0.608,0.455,41
H305000301,Le ru de Gally à Thiverval-Grignon - Les Quatre Pignons,Ru de Gally,THIVERVAL-GRIGNON,78,48.859235,1.913269,0.6444,0.446,0.35,36
H305000401,La Mauldre à Aulnay-sur-Mauldre - Centre ville,La Mauldre,AULNAY-SUR-MAULDRE,78,48.928531,1.842047,1.8539,1.251,1.003,20
H308000101,La Seine à Limay [Mantes],La Seine,LIMAY,78,48.993153,1.725414,,,,
H308000203,La Seine à Méricourt - Barrage (amont) [VNF],La Seine,MERICOURT,78,49.02362,1.611853,,,,
H308000204,La Seine à Méricourt - Barrage (aval) [VNF],La Seine,MERICOURT,78,49.031645,1.619842,,,,
L810211001,Le Thouet au Tallud [La Pèchellerie],le Thouet,TALLUD,79,46.626456,-0.299663,1.193,0.203,0.066,21
L812211004,Le Thouet à Parthenay - passerelle Godineau,le Thouet,PARTHENAY,79,46.653299,-0.247096,3.457,,0.108,5
L812212001,Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup],le Thouet,SAINT-LOUP-LAMAIRE,79,46.786083,-0.166851,4.9345,0.518,0.131,21
L812212004,Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup] - Boussin,le Thouet,SAINT-LOUP-LAMAIRE,79,46.763978,-0.172031,4.8855,0.368,0.116,13
L813402001,Le Cébron à Saint-Loup-Lamairé [Puy Terrier],le Cébron,SAINT-LOUP-LAMAIRE,79,46.774295,-0.191116,1.1016,0.055,0.019,29
L814211001,Le Thouet à Saint-Généroux [Pont de Saint-Généroux],le Thouet,SAINT-GENEROUX,79,46.8836,-0.139912,5.6922,0.66,0.205,38
L821301001,Le Thouaret à Luzay [La Planche],le Thouaret,LUZAY,79,46.922967,-0.186866,1.8915,0.066,0.002,48
L822211001,Le Thouet à Missé [Missé],le Thouet,MISSE,79,46.952492,-0.191249,7.9974,0.884,0.451,31
L834301001,L'Argenton à Massais [Moulin Bernard],l'Argenton,MASSAIS,79,46.99766,-0.356462,4.6153,0.241,0.028,54
M700561010,L'Ouine au Breuil-Bernard [Les Alleuds],l'Ouine,BREUIL-BERNARD,79,46.701244,-0.555235,0.7246,0.052,0.005,30
M704401010,L'Ouin à Mauléon [La Voie Moulins],l'Ouin,MAULEON,79,46.964207,-0.799789,0.6349,0.07,0.014,43
N400061601,Le Pamproux à Sainte-Eanne - La Villedieu de Comblé,le Pamproux,SAINTE-EANNE,79,46.377036,-0.123182,3.0486,1.026,,2
N401061001,La Sèvre niortaise à Azay-le-Brûlé - Pont de Ricou,,AZAY-LE-BRULE,79,46.386522,-0.243386,4.2645,1.26,0.633,54
N401061002,La Sèvre niortaise à Saint-Maixent-l'École,,SAINT-MAIXENT-L'ECOLE,79,46.409507,-0.200805,,31.651,,
N410403001,Le Chambon à Azay-le-Brûlé - Pont de Bedane,le Chambon,AZAY-LE-BRULE,79,46.404326,-0.301323,1.5345,0.365,0.151,34
N412001001,L'Egray à Sainte-Ouenne,l'Egray,SAINTE-OUENNE,79,46.414166,-0.45601,1.0308,0.02,0.0,17
N420001001,Le Lambon à Mougon,le Lambon,MOUGON-THORIGNE,79,46.30614,-0.25953,0.3536,0.039,0.007,10
N430062002,La Sèvre niortaise à Niort [La Tiffardière - Pont],,NIORT,79,46.328473,-0.519995,12.5381,2.415,1.235,10
N430062101,La Sèvre niortaise à Niort [La Tiffardière - Bief capteur],,NIORT,79,46.331619,-0.51766,6.7163,1.806,0.666,25
N430062201,La Sèvre niortaise à Niort [La Tiffardière - Bras principal],,NIORT,79,46.330647,-0.516439,4.7186,0.531,0.117,25
N430062401,La Sèvre niortaise à Niort [Centre ville],,NIORT,79,46.327176,-0.464393,,,,
N430521201,La Sèvre niortaise à Saint-Maxire,,SAINT-MAXIRE,79,46.396592,-0.474915,,,,
N600302002,Le Mignon à Mauzé-sur-le-Mignon,,MAUZE-SUR-LE-MIGNON,79,46.210145,-0.684548,2.284,0.311,0.012,7
N601401401,La Courance à Granzay-Gript,,GRANZAY-GRIPT,79,46.223772,-0.488143,0.6573,0.019,0.006,9
R608001002,La Boutonne au Vert [Pont du Vert],La Boutonne,VERT,79,46.093498,-0.392644,,,,
E550572001,L'Authie à Dompierre-sur-Authie,Authie,DOMPIERRE-SUR-AUTHIE,80,50.304503,1.91844,7.8824,5.863,4.282,61
E550572601,L'Authie à Occoches,Authie,OCCOCHES,80,50.171784,2.266535,3.7338,2.811,2.307,6
E550572701,L'Authie à Villers-sur-Authie,Authie,VILLERS-SUR-AUTHIE,80,50.338443,1.690237,,,,
E633095001,La Somme canalisée à Éclusier-Vaux,La Somme Canalisée,ECLUSIER-VAUX,80,49.937426,2.78697,0.4627,0.173,-0.045,12
E635140201,La Somme à Bray-sur-Somme,La Somme Rivière,BRAY-SUR-SOMME,80,49.936718,2.718267,8.052,5.032,3.472,20
E635142002,La Somme à Ham - Estouilly,La Somme Rivière,HAM,80,49.750275,3.084837,1.9576,1.25,0.827,24
E635142601,La Somme à Biaches - Aval,La Somme Rivière,BIACHES,80,49.937673,2.900056,,,,
E635142602,La Somme à Biaches - Amont siphon de Halles,La Somme Rivière,BIACHES,80,49.937406,2.900864,7.1517,4.594,3.293,6
E638607001,L'Ancre à Bonnay,Ancre,BONNAY,80,49.936084,2.513474,2.4442,1.595,1.21,23
E638607201,L'Ancre à Albert,Ancre,ALBERT,80,50.010248,2.65555,,,,
E639701001,L'Hallue à Bavelincourt,Rivière d'Hallue,BAVELINCOURT,80,49.989529,2.457839,0.5611,0.224,0.083,42
E639703002,L'Hallue à Querrieu,Rivière d'Hallue,QUERRIEU,80,49.937731,2.434891,1.2285,0.644,0.335,6
E640091001,La Somme canalisée à Lamotte-Brebière,La Somme Canalisée,LAMOTTE-BREBIERE,80,49.884785,2.401626,14.5986,10.471,7.37,21
E640600201,L'Avre à Longueau - fermé,Avre,LONGUEAU,80,49.876391,2.344252,,,,
E640600202,L'Avre à Longueau - débit,Avre,LONGUEAU,80,49.8764,2.344317,6.0852,4.951,,1
E640601001,L'Avre à Moreuil,Avre,MOREUIL,80,49.769372,2.486283,2.1679,1.503,0.883,56
E640603501,L'Avre à Saint-Mard,Avre,SAINT-MARD,80,49.693971,2.76825,0.2648,0.127,0.062,16
E640754001,La Noye à Dommartin,Noye,DOMMARTIN,80,49.796122,2.388128,1.1313,0.89,0.677,14
E642601001,La Selle à Plachy-Buyon,Selle ou Somme,PLACHY-BUYON,80,49.81653,2.215512,3.9131,3.251,2.731,44
E645651601,La Nièvre à Flixecourt - Pont SNCF,Nièvre,FLIXECOURT,80,50.011503,2.06676,2.1227,1.769,1.433,7
E645651701,L'Airaines à Longpré-les-Corps-Saints,Rivière d'Airaines,LONGPRE-LES-CORPS-SAINTS,80,50.014721,1.994758,1.6098,1.394,1.202,9
E647091002,La Somme canalisée à Abbeville - Station ultrason - Fermée,La Somme Canalisée,ABBEVILLE,80,50.094496,1.829748,35.7957,28.647,22.527,15
E647091003,La Somme canalisée à Abbeville - Pont ferroviaire,La Somme Canalisée,ABBEVILLE,80,50.092007,1.827566,37.2434,29.593,,4
E648093001,La Somme canalisée à Boismont,La Somme Canalisée,BOISMONT,80,50.160605,1.688184,39.4728,31.542,23.733,19
E648093401,Le Scardon à Abbeville,Scardon,ABBEVILLE,80,50.114203,1.827061,1.9524,1.722,,1
E649563001,Le Canal d'Abbeville [Contre fossé rive gauche] à Boismont,Contre Fossé Rg Canal Maritime d'Abbeville à Saint Valéry sur Somme,BOISMONT,80,50.160072,1.68789,5.8392,0.892,,2
E649831501,La Maye à Arry,Maye,ARRY,80,50.276009,1.725031,0.9895,0.555,0.345,28
O384000201,Le Tarn à Ambialet - (Pécotte - DREAL),Le Tarn,AMBIALET,81,43.932488,2.325431,81.395,25.7,13.61,72
O384000202,Le Tarn à Ambialet - Le Tarn à Marsal [Pécotte - EDF],Le Tarn,AMBIALET,81,43.932591,2.324339,81.0432,25.8,13.593,71
O400101001,Le Tarn à Albi,Le Tarn,ALBI,81,43.931686,2.14408,97.0891,50.631,41.049,31
O405000101,L'Agout à Anglès [La Raviège],L'Agout,ANGLES,81,43.595197,2.595897,5.6625,1.49,0.479,27
O408101001,Le Tarn à Rabastens [Saint-Sulpice],Le Tarn,RABASTENS,81,43.786226,1.684402,158.5824,94.0,81.835,40
O415251001,L'Agout à Brassac,L'Agout,BRASSAC,81,43.629836,2.497167,,,,
O419433002,Le Gijou à Vabre - HE,Le Gijou,VABRE,81,43.694003,2.426336,4.264,1.015,0.492,31
O419433004,Le Gijou à Vabre - HG,Le Gijou,VABRE,81,43.692003,2.419238,4.4088,1.209,0.741,15
O422251002,L'Agout à Castres - Tutelle,L'Agout,CASTRES,81,43.614869,2.261719,15.8164,4.844,2.794,43
O422251003,L'Agout à Castres - HE,L'Agout,CASTRES,81,43.605018,2.242479,14.6059,4.367,2.329,32
O431401001,Le Thoré à Sauveterre [La Bourgade],Le Thoré,SAUVETERRE,81,43.473539,2.547157,1.7014,0.257,0.09,23
O434000101,L'Arn à Anglès [EDF -Les Taillades],L'Arn,ANGLES,81,43.534585,2.577138,2.7399,0.474,0.128,38
O435000101,L'Arn au Vintrou [EDF - Saints-Peyres],L'Arn,VINTROU,81,43.538334,2.491296,4.4559,0.904,0.223,75
O438401001,Le Thoré à Aussillon [Pont de Rigautou],Le Thoré,AUSSILLON,81,43.516209,2.371994,12.2348,3.727,1.819,24
O454402001,Le Sor à Cambounet-sur-le-Sor,Le Sor,CAMBOUNET-SUR-LE-SOR,81,43.576733,2.114606,2.6154,0.385,0.204,43
O455000201,Le ruisseau du Bernazobre à Soual,Ruisseau du Bernazobre,SOUAL,81,43.570455,2.135048,0.6088,0.06,0.005,15
O460251001,L'Agout à Vielmur-sur-Agout,L'Agout,VIELMUR-SUR-AGOUT,81,43.618597,2.092532,,,,
O462000101,Le ruisseau de Bagas à Cuq [La Mouline],Ruisseau de Bagas,CUQ,81,43.647425,2.102659,0.4705,0.03,0.002,5
O464000201,Le ruisseau d'en Guibaud à Guitalens-L'Albarède [Camp-Redon] - Camp-Redon,Ruisseau d'en Guibaud,GUITALENS-L'ALBAREDE,81,43.643127,2.023671,0.099,0.016,,1
O469251003,L'Agout à Lavaur - Pont de Lavaur,L'Agout,LAVAUR,81,43.701405,1.82291,39.4167,12.463,6.365,29
O470403001,Le Dadou à Rayssac [Saint-Jean-de-Jeanne],Le Dadou,RAYSSAC,81,43.822188,2.440723,1.484,0.183,0.046,49
O476000201,L'Assou à Laboutarie [Escribe] - Escribe,L'Assou,LABOUTARIE,81,43.788074,2.125471,0.6973,0.088,,4
O477401001,Le Dadou à Montdragon,Le Dadou,MONTDRAGON,81,43.778367,2.091662,7.7256,1.63,0.89,56
O477402001,Le Dadou à Graulhet,Le Dadou,GRAULHET,81,43.762787,1.990276,7.3452,1.527,1.125,32
O478000201,Le ruisseau d'Agros à Graulhet - La Mozelle,Ruisseau d'Agros,GRAULHET,81,43.772146,2.000977,0.369,0.084,,2
O480252002,L'Agout à Saint-Lieux-lès-Lavaur [Le Port],L'Agout,SAINT-LIEUX-LES-LAVAUR,81,43.760394,1.769756,44.2367,12.761,7.336,21
O556000101,Le ruisseau de Candour à Saint-Christophe [Aval],Ruisseau de Candour,SAINT-CHRISTOPHE,81,44.146254,2.004395,,,,
O557291001,Le Viaur à Saint-Martin-Laguépie [2],Le Viaur,SAINT-MARTIN-LAGUEPIE,81,44.142784,1.969076,14.5102,2.749,1.078,87
O566401001,Le Cérou à Milhars,Le Cérou,MILHARS,81,44.127639,1.882567,3.7851,0.823,0.343,56
O262002001,La Garonne à Verdun-sur-Garonne - HE,La Garonne,VERDUN-SUR-GARONNE,82,43.850859,1.24171,,,,
O262002002,La Garonne à Verdun-sur-Garonne - HG,La Garonne,VERDUN-SUR-GARONNE,82,43.854487,1.242406,188.3971,73.08,46.165,53
O284000101,Le bras de la Gimone à Maubec [Moulin de Maubec],Bras de la Gimone,MAUBEC,82,43.815235,0.912272,,,,
O286331001,La Gimone à Beaumont-de-Lomagne,La Gimone,BEAUMONT-DE-LOMAGNE,82,43.879468,0.992065,4.6222,0.515,,
O288000101,La Gimone à Cordes-Tolosannes [Castelferrus],La Gimone,CORDES-TOLOSANNES,82,43.997668,1.110592,3.0946,0.698,0.46,57
O290002001,La Garonne à Saint-Aignan [Tres Casses],La Garonne,SAINT-AIGNAN,82,44.022641,1.07856,353.5088,150.875,,
O494101001,Le Tarn à Montauban,Le Tarn,MONTAUBAN,82,44.016922,1.348812,188.0618,107.534,55.926,20
O498432001,Le Tescou à Saint-Nauphary,Le Tescou,SAINT-NAUPHARY,82,43.96604,1.431957,1.0807,0.19,0.031,50
O499103001,Le Tarn à Villemade,Le Tarn,VILLEMADE,82,44.084826,1.270732,56.1473,23.486,,1
O529251001,L'Aveyron à Laguépie [1],L'Aveyron,LAGUEPIE,82,44.151828,1.973582,18.1792,3.26,1.305,65
O560252001,L'Aveyron à Varen,L'Aveyron,VAREN,82,44.158042,1.895958,46.7276,25.718,21.828,11
O567000101,La Seye à Varen - Seye,La Seye,VAREN,82,44.147447,1.859917,0.093,0.038,,1
O568501002,La Bonnette à Saint-Antonin-Noble-Val,La Bonnette,SAINT-ANTONIN-NOBLE-VAL,82,44.161243,1.754514,1.1639,0.1,0.036,12
O568501101,Le ruisseau de la Gourgue à Saint-Antonin-Noble-Val - Gourgue,Ruisseau de la Gourgue,SAINT-ANTONIN-NOBLE-VAL,82,44.187904,1.740117,0.1908,0.039,,4
O575402001,La Vère à Bruniquel [La Gauterie],La Vère,BRUNIQUEL,82,44.024127,1.672932,2.057,0.206,0.045,54
O576251001,L'Aveyron à Bruniquel [Montricoux],L'Aveyron,BRUNIQUEL,82,44.072981,1.616704,42.1278,7.477,3.379,25
O582000101,Le Cande à Puylaroque - Cande,Bras du Cande,PUYLAROQUE,82,44.254695,1.59568,0.2832,0.093,0.039,11
O585401001,La Lère à Réalville,Rivière la Lère,REALVILLE,82,44.127004,1.480728,2.4479,0.202,0.049,54
O588251001,L'Aveyron à Montauban [Loubéjac],L'Aveyron,MONTAUBAN,82,44.091554,1.340483,52.4582,7.922,2.624,109
O590101002,Le Tarn à Lizac - Sainte-Livrade,Le Tarn,LIZAC,82,44.117138,1.165946,,,,
O596402001,Le Lemboulas à Lafrançaise [Lunel],Le Lemboulas,LAFRANCAISE,82,44.136924,1.203286,2.1318,0.182,0.028,55
O598101001,Le Tarn à Moissac [aval],Le Tarn,MOISSAC,82,44.097961,1.082775,,,,
O613401001,La Barguelonne à Castelsagrat [Fourquet],La Barguelonne,CASTELSAGRAT,82,44.16976,0.997543,2.9386,0.262,0.015,57
O614001001,La Garonne à Lamagistère,La Garonne,LAMAGISTERE,82,44.121025,0.831075,387.5012,138.39,76.644,58
X230501001,Le Jabron à Comps-sur-Artuby [Pont de l'Evescat],Le Jabron,COMPS-SUR-ARTUBY,83,43.755407,6.513243,0.6178,0.082,0.016,42
X241403001,L'Artuby à la Bastide [Taulane],L'Artuby,BASTIDE,83,43.76389,6.621931,1.0543,0.299,0.185,46
X281121001,Le Verdon [Aval de la confluence d'un canal ouvrage EDF et du cours d'eau naturel] à Vinon-sur-Verdon [Le Hameau] - Pont,Le Verdon,VINON-SUR-VERDON,83,43.727785,5.812987,23.6449,8.313,,4
X281121002,Le Verdon [Aval de la confluence d'un canal ouvrage EDF et du cours d'eau naturel] à Vinon-sur-Verdon [Le Hameau],Le Verdon,VINON-SUR-VERDON,83,43.727793,5.813477,18.7472,2.879,2.679,5
X281121101,Le Verdon à Vinon-sur-Verdon [Vinon-Gréoux - EDF],Le Verdon,VINON-SUR-VERDON,83,43.750244,5.927717,25.5741,7.217,4.119,55
Y441401501,L'Huveaune à Saint-Zacharie [Le Moulin blanc],L'Huveaune,SAINT-ZACHARIE,83,43.38039,5.699751,0.3076,0.042,0.022,19
Y451542001,La Reppe à Ollioules [Le Grand Plan],La Reppe,OLLIOULES,83,43.125491,5.837099,0.177,0.0,0.0,22
Y452000102,Le Las [Le Las] au Revest-les-Eaux - Mesure du débit réservé - Barrage de Dardennes,Le Las,REVEST-LES-EAUX,83,43.173832,5.930455,0.0545,0.047,,4
Y460402001,Le Gapeau à Solliès-Pont,Le Gapeau,SOLLIES-PONT,83,43.192567,6.038024,1.2475,0.133,0.06,55
Y460402201,Le Gapeau à Signes - Cancérilles,Le Gapeau,SIGNES,83,43.275331,5.923113,0.1392,0.06,0.033,9
Y460402301,Le Gapeau à la Crau - RD 554B,Le Gapeau,CRAU,83,43.155113,6.078853,0.7376,0.122,,
Y461112001,Le Vallon de Rouves Gavot à Collobrières,Vallon de Rouves Gavot,COLLOBRIERES,83,43.278124,6.342658,0.0013,0.0,0.0,9
Y461502001,Le Réal Martin à la Crau [Decapris],Le Réal Martin,CRAU,83,43.186562,6.111719,2.1587,0.278,0.089,57
Y461502701,Le Réal Collobrier à Pierrefeu-du-Var [Pont de Fer],Le Réal Collobrier,PIERREFEU-DU-VAR,83,43.236242,6.218964,0.3186,0.001,0.0,9
Y461502702,Le Réal Collobrier à Pierrefeu-du-Var [Pont de Fer] - Station amont pont,Le Réal Collobrier,PIERREFEU-DU-VAR,83,43.236274,6.218997,0.5898,0.014,0.0,48
Y461502801,Le Réal Collobrier à Collobrières,Le Réal Collobrier,COLLOBRIERES,83,43.237359,6.312503,,,,
Y461502901,Le Réal Martin à Pierrefeu-du-Var - Portanière,Le Réal Martin,PIERREFEU-DU-VAR,83,43.246469,6.169644,0.5765,0.182,,3
Y462401001,Le Gapeau à Hyères [Sainte-Eulalie],Le Gapeau,HYERES,83,43.147115,6.14973,3.9609,0.446,0.192,61
Y500202001,L'Argens [source] à Seillons-Source-d'Argens,L'Argens,SEILLONS-SOURCE-D'ARGENS,83,43.50308,5.908039,0.4009,0.118,0.064,47
Y500521201,Le Cauron à Bras - Amont du Pont des Allées,Le Cauron,BRAS,83,43.472419,5.950175,0.3721,0.124,0.083,9
Y501000301,Le Vallon de Font Taillade à Brue-Auriac [Aval Brue - SMA],Vallon de Font Taillade,BRUE-AURIAC,83,43.52559,5.95393,0.029,0.012,,
Y502000201,L'Eau Salée à Barjols [Bas Pirioux - D554- SMA],L'Eau Salée,BARJOLS,83,43.533862,6.01039,0.7553,0.334,,
Y503201001,L'Argens à Châteauvert,L'Argens,CHATEAUVERT,83,43.499944,6.026203,3.2501,1.017,0.63,52
Y503202101,La Cassole à Cotignac [Chemin de Peyrane - SMA],La Cassole,COTIGNAC,83,43.504529,6.16309,0.0585,0.035,,
Y510501001,Le Caramy à Vins-sur-Caramy [Les Marcounious],Le Caramy,VINS-SUR-CARAMY,83,43.441011,6.173477,2.1476,0.622,0.335,53
Y510504001,Le Caramy [source] à Mazaugues,Le Caramy,MAZAUGUES,83,43.345502,5.924059,0.0556,0.006,0.002,25
Y510661001,L'Issole à Cabasse [Pont des Fées],L'Issole,CABASSE,83,43.443355,6.222379,1.4094,0.047,0.0,50
Y510661601,Le Caramy [Caramy aval Barrage] à Carcès - Station Chapelle,Le Caramy,CARCES,83,43.466699,6.206818,0.7235,0.476,,
Y510661701,Le Caramy à Brignoles [Les Censiés],Le Caramy,BRIGNOLES,83,43.402289,6.005846,0.952,0.298,,
Y510661702,Le Caramy à Brignoles [Les Censiés] - Pont de la D5 - DREAL PACA,Le Caramy,BRIGNOLES,83,43.402289,6.005846,,,,
Y510661801,L'Issole à Forcalqueiret,L'Issole,FORCALQUEIRET,83,43.342056,6.088789,1.115,0.925,,
Y510661802,L'Issole à Forcalqueiret - Pont de la D43 - DREAL PACA,L'Issole,FORCALQUEIRET,83,43.342056,6.088789,,,,
Y511201001,L'Argens à Carcès [aval],L'Argens,CARCES,83,43.477786,6.196414,7.4521,1.556,0.841,49
Y511502002,La Bresque à Salernes [Les Vingalières],La Bresque,SALERNES,83,43.562732,6.231291,0.5544,0.199,0.094,23
Y511502101,La Bresque à Entrecasteaux [Pimaquet - D562 - SMA],La Bresque,ENTRECASTEAUX,83,43.487815,6.238288,1.315,0.629,,
Y520201001,L'Argens aux Arcs - RN 7,L'Argens,ARCS,83,43.446607,6.471459,10.9505,3.219,1.725,56
Y520201201,Le ruisseau Florièye à Lorgues [St Barthélémy - D562 - SMA],Ruisseau Florièye,LORGUES,83,43.496239,6.39979,0.264,0.188,,
Y521502002,L'Aille à Vidauban [Le Baou] - Aval (Pont Rouge),L'Aille,VIDAUBAN,83,43.397175,6.45585,2.1276,0.066,0.002,7
Y523501001,La Nartuby à Trans-en-Provence [CD 555] - Décathlon,La Nartuby,TRANS-EN-PROVENCE,83,43.505032,6.482789,1.4045,0.381,0.08,49
Y523501002,La Nartuby à Trans-en-Provence [CD 555] - Pont des Écoles,La Nartuby,TRANS-EN-PROVENCE,83,43.504515,6.48399,0.9362,0.11,0.0,6
Y523581101,La Nartuby à Draguignan - La Clape,La Nartuby,DRAGUIGNAN,83,43.559172,6.425676,0.6631,0.038,,3
Y530501501,L'Endre au Muy,L'Endre,MUY,83,43.50331,6.589606,0.8331,0.014,0.0,14
Y531201001,L'Argens à Roquebrune-sur-Argens,L'Argens,ROQUEBRUNE-SUR-ARGENS,83,43.449731,6.633085,18.0715,5.119,2.296,48
Y532501002,Le Reyran à Fréjus [Sainte-Brigitte] - Aval,Le Reyran,FREJUS,83,43.47267,6.741851,0.5665,0.053,0.007,7
Y541000101,Le Bourrian [lit mineur Bourrian] à Gassin [CTM Gassin],Le Bourrian,GASSIN,83,43.245285,6.57189,,,,
Y542401001,La Giscle à Cogolin,La Giscle,COGOLIN,83,43.256702,6.532038,0.5716,0.0,0.0,38
Y542401201,Le ruisseau de Grenouille à Cogolin,Ruisseau de Grenouille,COGOLIN,83,43.258613,6.517637,1.3794,1.045,,2
Y543501001,La Môle au Lavandou [Destel],La Môle,LAVANDOU,83,43.206098,6.440887,0.3684,0.0,0.0,53
Y543621201,La Môle à la Môle - RD27 - Pont de l'Aéroport,La Môle,MOLE,83,43.203035,6.474098,,,,
Y544401001,La Giscle à Cogolin [Les Ajusts],La Giscle,COGOLIN,83,43.25445,6.552562,1.4381,0.008,0.0,46
Y544501101,La Giscle [Pont de bois RD 14] à Grimaud [Pont de bois],La Giscle,GRIMAUD,83,43.272179,6.50297,1.1589,0.164,,
Y544501201,La Garde à Grimaud - Pont de Calade,La Garde,GRIMAUD,83,43.27372,6.538198,3.5506,1.144,,
Y545000201,Le Préconil au Plan-de-la-Tour [RD 44],Le Préconil,PLAN-DE-LA-TOUR,83,43.329619,6.544418,0.9513,0.415,,
